4.5674, 4.5673, 4.5672, 4.5672, 4.5671, 4.5671, 4.5660
4.5711, 4.5709, 4.5708, 4.5708, 4.5708, 4.5708, 4.5707, 4.5707, 4.5705
4.5707, 4.5703, 4.5704, 4.5703, 4.5704, 4.5704, 4.5704, 4.5705, 4.5708
4.5703, 4.5704, 4.5706, 4.5706, 4.5706, 4.5706, 4.5707, 4.5707, 4.5706
4.5706, 4.5707, 4.5707, 4.5706, 4.5705, 4.5706, 4.5706, 4.5706, 4.5705
4.5703, 4.5705, 4.5706, 4.5705, 4.5705, 4.5705, 4.5704, 4.5705, 4.5706
4.5708, 4.5705, 4.5706, 4.5706, 4.5705, 4.5705, 4.5705, 4.5705, 4.5836
4.5831, 4.5832, 4.5833, 4.5769
4.5771, 4.5770, 4.5769, 4.5770, 4.5770, 4.5771, 4.5771, 4.5771, 4.5771
4.5767, 4.5767, 4.5768, 4.5769, 4.5768, 4.5768, 4.5769, 4.5768, 4.5769
4.5768, 4.5768, 4.5769, 4.5771, 4.5770, 4.5770, 4.5770, 4.5770, 4.5772
4.5768, 4.5768, 4.5768, 4.5769, 4.5770, 4.5769, 4.5769, 4.5770, 4.5770
4.5769, 4.5772, 4.5774, 4.5774, 4.5775, 4.5777, 4.5777, 4.5777, 4.5790
4.5786, 4.5786, 4.5785, 4.5785, 4.5785, 4.5785, 4.5784, 4.5783, 4.5780
4.5775, 4.5778, 4.5782, 4.5780, 4.5778, 4.5778, 4.5777, 4.5777, 4.5772
4.5771, 4.5771, 4.5771, 4.5772, 4.5771, 4.5770, 4.5770, 4.5770, 4.5770
4.5765, 4.5768, 4.5769, 4.5769, 4.5769, 4.5768, 4.5769, 4.5768, 4.5767
4.5764, 4.5765, 4.5767, 4.5766, 4.5767, 4.5767, 4.5766, 4.5766, 4.5763
4.5760, 4.5764, 4.5764, 4.5763, 4.5763, 4.5763, 4.5762, 4.5763, 4.5760
4.5759, 4.5759, 4.5758, 4.5759, 4.5759, 4.5759, 4.5759, 4.5759, 4.5758
4.5758, 4.5758, 4.5758, 4.5756, 4.5756, 4.5756, 4.5757, 4.5747
4.5746, 4.5746, 4.5745, 4.5745, 4.5744, 4.5744, 4.5745, 4.5744, 4.5740
4.5739, 4.5740, 4.5741, 4.5741, 4.5740, 4.5740, 4.5739, 4.5740, 4.5739
4.5740, 4.5740, 4.5739, 4.5739, 4.5739, 4.5739, 4.5738, 4.5738, 4.5737
4.5735, 4.5735, 4.5734, 4.5734, 4.5734, 4.5734, 4.5735, 4.5735, 4.5733
4.5733, 4.5731, 4.5730, 4.5730, 4.5729, 4.5730, 4.5731, 4.5731, 4.5729
4.5731, 4.5730, 4.5728, 4.5728, 4.5728, 4.5729, 4.5728, 4.5727, 4.5723
4.5719, 4.5720, 4.5721, 4.5721, 4.5722, 4.5723, 4.5723, 4.5723, 4.5722
4.5715, 4.5718, 4.5719, 4.5720, 4.5720, 4.5720, 4.5721, 4.5721, 4.5719
4.5718, 4.5718, 4.5719, 4.5719, 4.5719, 4.5720, 4.5719, 4.5720, 4.5719
4.5715, 4.5714, 4.5715, 4.5716, 4.5715, 4.5716, 4.5716, 4.5715, 4.5715
4.5717, 4.5715, 4.5714, 4.5713, 4.5713, 4.5713, 4.5713, 4.5713, 4.5715
4.5714, 4.5713, 4.5712, 4.5712, 4.5712, 4.5712, 4.5712, 4.5711, 4.5711
4.5706, 4.5708, 4.5710, 4.5710, 4.5710, 4.5710, 4.5710, 4.5709, 4.5711
4.5708, 4.5708, 4.5708, 4.5708, 4.5708, 4.5709, 4.5709, 4.5709, 4.5711
4.5708, 4.5708, 4.5710, 4.5710, 4.5710, 4.5709, 4.5710, 4.5709, 4.5709
4.5709, 4.5708, 4.5709, 4.5708, 4.5709, 4.5708, 4.5708, 4.5708, 4.5708
4.5707, 4.5707, 4.5707, 4.5706, 4.5706, 4.5706, 4.5706, 4.5706, 4.5709
4.5708, 4.5708, 4.5707, 4.5707, 4.5708, 4.5709, 4.5709, 4.5709, 4.5709
4.5707, 4.5708, 4.5708, 4.5708, 4.5708, 4.5708, 4.5707, 4.5707, 4.5708
4.5713, 4.5711, 4.5710, 4.5709, 4.5709, 4.5709, 4.5709, 4.5708, 4.5710
4.5708, 4.5710, 4.5710, 4.5710, 4.5710, 4.5710, 4.5710, 4.5710, 4.5708
4.5705, 4.5705, 4.5704, 4.5705, 4.5705, 4.5705, 4.5705, 4.5705, 4.5709
4.5710, 4.5711, 4.5710, 4.5710, 4.5710, 4.5710, 4.5710, 4.5710, 4.5708
4.5708, 4.5708, 4.5706, 4.5708, 4.5708, 4.5709, 4.5708, 4.5708, 4.5709
4.5709, 4.5708, 4.5710, 4.5710, 4.5709, 4.5709, 4.5709, 4.5708, 4.5707
4.5708, 4.5708, 4.5708, 4.5708, 4.5708, 4.5707, 4.5707, 4.5707, 4.5703
4.5706, 4.5708, 4.5707, 4.5707, 4.5706, 4.5706, 4.5705, 4.5705, 4.5707, 4.5707, 4.5706, 4.5706, 4.5703
4.5703, 4.5702, 4.5702, 4.5701, 4.5701, 4.5701, 4.5702, 4.5702, 4.5701
4.5702, 4.5701, 4.5702, 4.5702, 4.5702, 4.5702, 4.5702, 4.5702, 4.5703
4.5698, 4.5698, 4.5700, 4.5699, 4.5699, 4.5699, 4.5700, 4.5700, 4.5699
4.5698, 4.5697, 4.5697, 4.5697, 4.5697, 4.5698, 4.5697, 4.5698, 4.5697
4.5693, 4.5695, 4.5695, 4.5696, 4.5697, 4.5696, 4.5697, 4.5697, 4.5694
4.5690, 4.5691, 4.5692, 4.5691, 4.5692, 4.5692, 4.5692, 4.5692, 4.5692
4.5687, 4.5685, 4.5686, 4.5686, 4.5686, 4.5686, 4.5686, 4.5687, 4.5688
4.5687, 4.5687, 4.5687, 4.5687, 4.5687, 4.5688, 4.5687, 4.5688, 4.5688
4.5687, 4.5685, 4.5683, 4.5683, 4.5684, 4.5684, 4.5684, 4.5684, 4.5684
4.5684, 4.5683, 4.5683, 4.5683, 4.5682, 4.5683, 4.5682, 4.5682, 4.5682
4.5682, 4.5682, 4.5683, 4.5684, 4.5683, 4.5683, 4.5683, 4.5683, 4.5680
4.5676, 4.5676, 4.5677, 4.5678, 4.5678, 4.5678, 4.5679, 4.5679, 4.5680
4.5680, 4.5683, 4.5681, 4.5681, 4.5681, 4.5681, 4.5681, 4.5681, 4.5682
4.5680, 4.5681, 4.5682, 4.5682, 4.5681, 4.5681, 4.5682, 4.5682, 4.5683
4.5682, 4.5680, 4.5681, 4.5681, 4.5681, 4.5682, 4.5682, 4.5683, 4.5686
4.5684, 4.5685, 4.5686, 4.5686, 4.5686, 4.5686, 4.5686, 4.5686, 4.5687
4.5682, 4.5681, 4.5683, 4.5683, 4.5683, 4.5684, 4.5684, 4.5684, 4.5682
4.5680, 4.5684, 4.5683, 4.5684, 4.5684, 4.5684, 4.5684, 4.5685, 4.5686
4.5686, 4.5685, 4.5686, 4.5686, 4.5686, 4.5686, 4.5686, 4.5686, 4.5688
4.5685, 4.5687, 4.5685, 4.5687, 4.5688, 4.5687, 4.5687, 4.5688, 4.5691
4.5689, 4.5689, 4.5689, 4.5690, 4.5689, 4.5689, 4.5689, 4.5690, 4.5689
4.5690, 4.5689, 4.5688, 4.5689, 4.5690, 4.5690, 4.5690, 4.5689, 4.5691
4.5688, 4.5690, 4.5690, 4.5690, 4.5690, 4.5690, 4.5690, 4.5690, 4.5692
4.5696, 4.5693, 4.5692, 4.5693, 4.5693, 4.5693, 4.5693, 4.5693, 4.5693
4.5693, 4.5691, 4.5692, 4.5693, 4.5692, 4.5691, 4.5692, 4.5693, 4.5694
4.5695, 4.5695, 4.5695, 4.5694, 4.5696, 4.5696, 4.5696, 4.5696, 4.5697
4.5696, 4.5696, 4.5697, 4.5696, 4.5697, 4.5697, 4.5698, 4.5698, 4.5699
4.5698, 4.5699, 4.5699, 4.5699, 4.5699, 4.5699, 4.5699, 4.5699, 4.5698
4.5698, 4.5697, 4.5698, 4.5698, 4.5698, 4.5698, 4.5698, 4.5698, 4.5698
4.5690, 4.5693, 4.5695, 4.5695, 4.5696, 4.5696, 4.5696, 4.5697, 4.5696
4.5693, 4.5696, 4.5696, 4.5696, 4.5696, 4.5697, 4.5696, 4.5697, 4.5695
4.5692, 4.5694, 4.5693, 4.5693, 4.5692, 4.5692, 4.5692, 4.5691, 4.5693
4.5691, 4.5690, 4.5690, 4.5690, 4.5690, 4.5691, 4.5691, 4.5690, 4.5694
4.5688, 4.5687, 4.5688, 4.5689, 4.5691, 4.5691, 4.5691, 4.5691, 4.5694
4.5693, 4.5693, 4.5693, 4.5693, 4.5693, 4.5694, 4.5694, 4.5694, 4.5698
4.5696, 4.5693, 4.5693, 4.5694, 4.5694, 4.5693, 4.5694, 4.5693, 4.5693
4.5692, 4.5693, 4.5692, 4.5691, 4.5690, 4.5690, 4.5691, 4.5691, 4.5692
4.5686, 4.5689, 4.5691, 4.5691, 4.5692, 4.5692, 4.5691, 4.5691, 4.5694
4.5686, 4.5689, 4.5689, 4.5689, 4.5690, 4.5690, 4.5690, 4.5691, 4.5692
4.5688, 4.5693, 4.5693, 4.5693, 4.5693, 4.5693, 4.5693, 4.5692, 4.5693
4.5693, 4.5692, 4.5692, 4.5691, 4.5691, 4.5691, 4.5691, 4.5691, 4.5695
4.5686, 4.5691, 4.5694, 4.5693, 4.5693, 4.5692, 4.5692, 4.5692, 4.5690
4.5690, 4.5689, 4.5689, 4.5689, 4.5689, 4.5690, 4.5690, 4.5690, 4.5691
4.5688, 4.5689, 4.5691, 4.5690, 4.5690, 4.5691, 4.5691, 4.5691, 4.5691
4.5690, 4.5693, 4.5691, 4.5691, 4.5691, 4.5691, 4.5690, 4.5690, 4.5689
4.5688, 4.5688, 4.5688, 4.5689, 4.5689, 4.5689, 4.5689, 4.5689, 4.5689
4.5689, 4.5688, 4.5688, 4.5688, 4.5688, 4.5688, 4.5688, 4.5688, 4.5688
4.5685, 4.5682, 4.5684, 4.5684, 4.5685, 4.5685, 4.5685, 4.5685, 4.5683
4.5686, 4.5685, 4.5685, 4.5684, 4.5684, 4.5684, 4.5684, 4.5685, 4.5683
4.5683, 4.5683, 4.5683, 4.5682, 4.5682, 4.5682, 4.5682, 4.5682, 4.5681
4.5680, 4.5681, 4.5681, 4.5681, 4.5681, 4.5681, 4.5681, 4.5681, 4.5680
4.5679, 4.5679, 4.5679, 4.5679, 4.5680, 4.5680, 4.5680, 4.5680, 4.5681
4.5678, 4.5678, 4.5678, 4.5678, 4.5678, 4.5678, 4.5677, 4.5677, 4.5678
4.5674, 4.5671, 
